reg_no,name,gender,year,department,cgpa,roommate_1,roommate_2,pref1_block,pref1_room_type,pref2_block,pref2_room_type
240915877,Aditya Bansal,M,2,PE,9.78,,,10,DC,15,SAC
240903879,Harsh Bansal,M,2,ME,6.36,,,20,SA,19,SA
240911880,Manish Mehta,M,2,DS,6.5,,,19,SA,14,DAC
230902881,Kunal Bhatt,M,3,ECE,8.42,,,10,DC,10,SC
240906882,Siddharth Chatterjee,M,2,CCE,5.65,,,18,SA,10,SAC
230904883,Manish Joshi,M,3,EE,6.74,,,15,SAC,20,SA
230902884,Rahul Patel,M,3,ECE,8.22,,,18,SA,19,SA
230913885,Yash Mehta,M,3,IS,6.74,,,10,DC,20,SA
230901886,Nikhil Das,M,3,CSE,7.22,,,20,SAC,19,SAC
240908887,Vikram Das,M,2,BT,8.39,,,20,SAC,23,QAC
240914888,Yash Kulkarni,M,2,MT,8.01,,,14,DAC,15,SAC
240902889,Siddharth Patel,M,2,ECE,7.82,,,14,DAC,23,DAC
240911890,Raghav Nair,M,2,DS,7.09,,,10,SC,20,SA
240915891,Ankit Sharma,M,2,PE,7.94,,,20,SAC,23,DAC
240907893,Ankit Sharma,M,2,CE,7.35,,,10,SC,19,SAC
240910894,Siddharth Joshi,M,2,CHE,8.05,,,18,SA,23,SAC
240913895,Nikhil Patel,M,2,IS,6.9,,,18,SA,10,SAC
240911896,Varun Bansal,M,2,DS,7.28,,,19,SA,19,SAC
230902897,Pranav Gupta,M,3,ECE,6.31,,,15,DAC,14,DAC
240904898,Rahul Joshi,M,2,EE,7.46,,,14,SAC,15,SAC
230909899,Raghav Chatterjee,M,3,AE,6.53,,,14,DAC,14,SAC
240912900,Rahul Bhatt,M,2,AI,6.16,,,15,DAC,19,SAC
230914901,Rohan Kapoor,M,3,MT,7.81,,,15,SAC,20,SAC
240914903,Arjun Patel,M,2,MT,7.76,,,15,DAC,19,SAC
230904904,Sid Bansal,M,3,EE,8.44,,,19,SA,18,SAC
240915905,Aditya Chatterjee,M,2,PE,6.98,,,18,SA,14,DAC
240901906,Pranav Verma,M,2,CSE,7.99,,,15,SAC,18,SAC
230905907,Raghav Menon,M,3,IT,8.16,,,18,SAC,10,SAC
240913908,Vikram Reddy,M,2,IS,8.03,,,10,DC,10,SAC
240915909,Karan Bhatt,M,2,PE,6.51,,,15,SAC,10,DC
240909910,Sid Sharma,M,2,AE,7.68,,,15,DAC,20,SAC
240902911,Rajat Kulkarni,M,2,ECE,7.94,,,14,DAC,20,SAC
240912912,Siddharth Nair,M,2,AI,7.51,,,10,SC,18,SA
240907913,Rahul Patel,M,2,CE,5,,,20,SA,10,SC
240907914,Rahul Agarwal,M,2,CE,7.69,,,14,SAC,18,SAC
230903915,Siddharth Bansal,M,3,ME,10,,,20,SAC,19,SAC
230913916,Nikhil Shetty,M,3,IS,7.07,,,15,SAC,23,DAC
240915917,Pranav Agarwal,M,2,PE,6.63,,,14,SAC,23,SAC
240907919,Manish Sharma,M,2,CE,7.95,,,10,DC,23,DAC
240907920,Rohan Reddy,M,2,CE,7.87,,,15,DAC,14,SAC
230908921,Pranav Reddy,M,3,BT,8.93,,,18,SAC,20,SA
240909922,Nikhil Chatterjee,M,2,AE,5.99,,,14,DAC,19,SAC
230911923,Ankit Sharma,M,3,DS,8.38,,,23,SAC,14,SAC
240912925,Harsh Bhatt,M,2,AI,8.21,,,10,SC,15,DAC
240902926,Aditya Menon,M,2,ECE,7.33,,,19,SAC,23,DAC
240914927,Raghav Das,M,2,MT,7.91,,,15,DAC,23,SAC
230914928,Ankit Gupta,M,3,MT,8.74,,,10,SAC,14,SAC
230906929,Kunal Agarwal,M,3,CCE,8.55,,,20,SA,15,DAC
240906930,Pranav Mehta,M,2,CCE,6.13,,,15,SAC,18,SAC
240914931,Vikram Shetty,M,2,MT,8.48,,,19,SAC,23,QAC
240906932,Karan Bansal,M,2,CCE,7.42,,,10,DC,10,SAC
230912933,Vikram Kulkarni,M,3,AI,7.59,,,14,SAC,18,SAC
240906934,Kunal Singh,M,2,CCE,7.59,,,14,DAC,23,QAC
240909935,Nikhil Singh,M,2,AE,7.32,,,15,SAC,20,SA
240911936,Aman Gupta,M,2,DS,8.93,,,10,DC,18,SA
240912937,Harsh Mehta,M,2,AI,7.4,,,15,SAC,18,SAC
230912938,Nikhil Gupta,M,3,AI,6.16,,,19,SAC,10,SC
230905939,Karan Verma,M,3,IT,7.03,,,14,SAC,23,DAC
230915940,Tarun Patel,M,3,PE,7.71,,,15,SAC,14,SAC
240914941,Siddharth Shetty,M,2,MT,8.98,,,15,DAC,20,SA
240903943,Manish Agarwal,M,2,ME,8.22,,,14,SAC,20,SAC
240902944,Varun Bansal,M,2,ECE,6.48,,,15,DAC,23,SAC
230908945,Aman Bansal,M,3,BT,10,,,19,SAC,10,SC
230908946,Kunal Iyer,M,3,BT,7.82,,,14,SAC,10,DC
240907947,Pranav Das,M,2,CE,9.03,,,14,DAC,10,SC
230904948,Aman Bhatt,M,3,EE,7.32,,,15,SAC,14,SAC
230908949,Aditya Bansal,M,3,BT,8.14,,,20,SAC,20,SA
240912950,Yash Mehta,M,2,AI,8.51,,,15,SAC,18,SA
240909951,Tarun Iyer,M,2,AE,8.96,,,15,SAC,14,DAC
240902952,Karan Nair,M,2,ECE,8.77,,,18,SA,19,SA
230907953,Yash Bhatt,M,3,CE,8.55,,,23,DAC,19,SAC
240907955,Rahul Reddy,M,2,CE,7.12,,,15,SAC,20,SA
240904956,Kunal Kapoor,M,2,EE,6.81,,,15,SAC,23,SAC
240902957,Rahul Sharma,M,2,ECE,7.9,,,14,SAC,10,SC
240901959,Ankit Gupta,M,2,CSE,8.62,,,19,SAC,19,SA
240909960,Manish Menon,M,2,AE,7.23,,,18,SA,14,DAC
240914961,Aman Bhatt,M,2,MT,8.78,,,20,SA,15,SAC
240911962,Manish Shetty,M,2,DS,9.24,,,18,SAC,23,QAC
230903964,Harsh Menon,M,3,ME,6.4,,,14,SAC,23,QAC
240905966,Varun Joshi,M,2,IT,6.5,,,14,DAC,18,SAC
240911968,Pranav Nair,M,2,DS,7.33,,,19,SA,18,SAC
240910969,Rajat Sharma,M,2,CHE,7.87,,,19,SA,14,SAC
240903970,Rohan Gupta,M,2,ME,6.87,,,14,DAC,18,SA
240903971,Siddharth Das,M,2,ME,9.12,,,14,SAC,18,SA
240910972,Aman Kulkarni,M,2,CHE,8.01,,,18,SAC,23,DAC
240904973,Varun Nair,M,2,EE,7.55,,,15,SAC,14,DAC
240907974,Yash Kapoor,M,2,CE,5.78,,,14,SAC,20,SA
240911975,Kunal Bhatt,M,2,DS,5.92,,,23,DAC,20,SAC
230915976,Aditya Joshi,M,3,PE,7.84,,,18,SAC,19,SA
240908977,Manish Verma,M,2,BT,4.94,,,14,SAC,14,DAC
240906979,Siddharth Singh,M,2,CCE,8.72,,,19,SA,18,SA
230914980,Nikhil Shetty,M,3,MT,7.31,,,18,SA,15,DAC
240904981,Nikhil Shetty,M,2,EE,10,,,19,SA,10,SC
240905982,Rohan Patel,M,2,IT,10,,,14,DAC,14,SAC
240904983,Aditya Verma,M,2,EE,7.28,,,20,SA,19,SAC
240911984,Vikram Reddy,M,2,DS,7.37,,,14,SAC,19,SA
240904985,Ankit Iyer,M,2,EE,8.69,,,15,SAC,23,SAC
240908986,Manish Bhatt,M,2,BT,9.54,,,18,SA,20,SAC
240914988,Rajat Mehta,M,2,MT,5.53,,,14,DAC,10,SAC
240912990,Tarun Verma,M,2,AI,5.36,,,15,DAC,18,SAC
240904991,Rohan Kulkarni,M,2,EE,6.75,,,14,SAC,19,SAC
240905992,Rohan Bansal,M,2,IT,8.2,,,23,DAC,20,SA
240908993,Harsh Pillai,M,2,BT,8.1,,,15,DAC,20,SA
240906994,Rahul Verma,M,2,CCE,8.78,,,14,SAC,23,SAC
230907995,Rajat Kapoor,M,3,CE,6.06,,,19,SA,14,SAC
240907996,Manish Bansal,M,2,CE,4.72,,,15,DAC,18,SAC
240905998,Yash Menon,M,2,IT,8.53,,,15,SAC,23,SAC
240909000,Manish Verma,M,2,AE,6.51,,,14,SAC,20,SA
230901001,Nikhil Bansal,M,3,CSE,5.08,,,14,SAC,18,SA
240906002,Rajat Bhatt,M,2,CCE,7.67,,,18,SA,20,SAC
240910004,Manish Verma,M,2,CHE,8.45,,,15,SAC,19,SAC
230905005,Rahul Patel,M,3,IT,7.35,,,15,SAC,18,SAC
240911006,Rajat Patel,M,2,DS,6.95,,,10,DC,19,SAC
240901007,Rohan Nair,M,2,CSE,7.31,,,10,DC,20,SAC
230907008,Siddharth Verma,M,3,CE,7.06,,,18,SA,15,SAC
240908009,Aditya Singh,M,2,BT,5.88,,,14,DAC,15,SAC
240904010,Harsh Nair,M,2,EE,6.64,,,15,SAC,10,DC
240901012,Harsh Sharma,M,2,CSE,8.13,,,14,SAC,18,SA
240904013,Rohan Menon,M,2,EE,7.89,,,14,SAC,23,SAC
230911014,Aditya Shetty,M,3,DS,7.7,,,15,SAC,20,SAC
240907016,Aman Pillai,M,2,CE,6.31,,,18,SA,18,SAC
230913018,Rajat Chatterjee,M,3,IS,7.28,,,14,SAC,15,SAC
230912019,Pranav Menon,M,3,AI,4.89,,,15,SAC,23,DAC
240904020,Tarun Kulkarni,M,2,EE,7.71,,,18,SA,20,SAC
240910021,Rahul Agarwal,M,2,CHE,9.21,,,14,SAC,10,SC
240909022,Sid Kulkarni,M,2,AE,5.73,,,15,DAC,18,SAC
240905023,Rajat Gupta,M,2,IT,6.8,,,15,SAC,19,SAC
240909024,Aman Joshi,M,2,AE,7.89,,,14,SAC,10,DC
240909025,Kunal Bhatt,M,2,AE,9,,,19,SAC,15,SAC
230911026,Karan Das,M,3,DS,6.96,,,20,SAC,23,DAC
240909027,Siddharth Pillai,M,2,AE,6.67,,,14,DAC,20,SAC
240914028,Nikhil Bansal,M,2,MT,5.14,,,15,DAC,19,SA
240914029,Sid Menon,M,2,MT,7.62,,,15,SAC,18,SA
230910030,Aman Patel,M,3,CHE,9.95,,,15,SAC,18,SAC
240912031,Kunal Iyer,M,2,AI,7.83,,,18,SA,14,DAC
240906032,Aman Verma,M,2,CCE,7.47,,,18,SAC,20,SAC
230909033,Manish Bansal,M,3,AE,7.89,,,18,SA,20,SA
240914034,Sid Iyer,M,2,MT,7.49,,,14,DAC,15,DAC
230907035,Siddharth Sharma,M,3,CE,6.52,,,14,DAC,19,SAC
240901036,Rahul Singh,M,2,CSE,8.49,,,15,SAC,14,DAC
240915037,Rahul Nair,M,2,PE,7.77,,,14,SAC,23,QAC
230902038,Tarun Nair,M,3,ECE,7.52,,,20,SA,18,SA
240910039,Kunal Bhatt,M,2,CHE,6.33,,,14,SAC,20,SAC
240906040,Varun Iyer,M,2,CCE,9.06,,,15,DAC,23,SAC
240908041,Vikram Bansal,M,2,BT,8.3,,,15,SAC,10,SAC
240901043,Sid Pillai,M,2,CSE,6.84,,,20,SA,23,SAC
230913044,Rajat Sharma,M,3,IS,8.7,,,15,DAC,19,SAC
240910045,Nikhil Patel,M,2,CHE,6.9,,,19,SA,23,DAC
240906046,Karan Reddy,M,2,CCE,6.56,,,10,SAC,10,SC
240914048,Aditya Shetty,M,2,MT,6.59,,,20,SA,18,SAC
240909049,Rajat Joshi,M,2,AE,5.37,,,14,SAC,15,DAC
240902050,Vikram Singh,M,2,ECE,8.07,,,20,SA,10,SAC
240914051,Rajat Nair,M,2,MT,5.3,,,15,SAC,20,SA
240902052,Tarun Menon,M,2,ECE,6.03,,,10,SC,10,DC
240903053,Nikhil Pillai,M,2,ME,5.01,,,19,SA,14,DAC
240906054,Kunal Bansal,M,2,CCE,7.4,,,18,SA,10,SAC
230904055,Arjun Mehta,M,3,EE,7.32,,,19,SAC,19,SA
230915056,Kunal Joshi,M,3,PE,7.11,,,15,SAC,23,SAC
240905057,Rajat Sharma,M,2,IT,6.25,,,14,DAC,10,DC
230914058,Aditya Menon,M,3,MT,6.09,,,10,DC,18,SAC
230912059,Tarun Sharma,M,3,AI,8.06,,,14,SAC,23,DAC
230912060,Vikram Pillai,M,3,AI,6.84,,,15,DAC,23,SAC
230905061,Manish Bhatt,M,3,IT,7.88,,,14,SAC,19,SAC
240907062,Rahul Bhatt,M,2,CE,6.44,,,18,SAC,23,SAC
240914063,Rohan Kulkarni,M,2,MT,7.72,,,14,SAC,18,SA
240911064,Tarun Kapoor,M,2,DS,9.06,,,15,DAC,18,SAC
240905065,Vikram Mehta,M,2,IT,8.2,,,14,DAC,15,SAC
240914066,Ankit Menon,M,2,MT,7.01,,,14,DAC,20,SAC
240913067,Siddharth Pillai,M,2,IS,7.81,,,10,SC,23,QAC
240902068,Siddharth Mehta,M,2,ECE,7.21,,,15,SAC,10,SAC
230911069,Siddharth Bansal,M,3,DS,7.51,,,14,DAC,14,SAC
240913070,Ankit Joshi,M,2,IS,7.11,,,10,SAC,18,SA
230909072,Siddharth Menon,M,3,AE,7.3,,,10,DC,15,DAC
240907073,Tarun Pillai,M,2,CE,7.75,,,20,SAC,18,SA
240906075,Siddharth Singh,M,2,CCE,6.31,,,19,SAC,23,SAC
240903077,Vikram Kapoor,M,2,ME,6.28,,,19,SAC,14,DAC
240903078,Varun Reddy,M,2,ME,5.83,,,14,DAC,15,DAC
240912079,Siddharth Gupta,M,2,AI,5.58,,,10,SAC,20,SAC
240915080,Vikram Kulkarni,M,2,PE,6.04,,,14,SAC,23,DAC
240903081,Rahul Kapoor,M,2,ME,7.69,,,20,SA,15,DAC
230904082,Arjun Bansal,M,3,EE,6.43,,,14,SAC,10,SAC
240914083,Harsh Verma,M,2,MT,8.12,,,14,DAC,10,SC
240903084,Kunal Das,M,2,ME,7.54,,,20,SA,23,QAC
230911085,Vikram Das,M,3,DS,5.14,,,19,SAC,19,SA
240915086,Aditya Kulkarni,M,2,PE,8.29,,,20,SAC,19,SA
240905087,Aman Reddy,M,2,IT,8.47,,,10,DC,18,SA
240904088,Yash Pillai,M,2,EE,6.31,,,20,SA,19,SA
240901091,Kunal Joshi,M,2,CSE,8,,,14,SAC,15,SAC
240910092,Manish Patel,M,2,CHE,6.47,,,18,SAC,19,SAC
240905093,Rajat Reddy,M,2,IT,7.62,,,15,SAC,19,SA
240913094,Yash Reddy,M,2,IS,5.98,,,14,SAC,20,SA
240906095,Aditya Agarwal,M,2,CCE,5.35,,,14,SAC,19,SA
240906096,Aman Verma,M,2,CCE,7.04,,,14,SAC,14,DAC
240908097,Karan Sharma,M,2,BT,7.35,,,23,QAC,18,SAC
240915099,Siddharth Gupta,M,2,PE,7.02,,,15,SAC,20,SAC
240911100,Rohan Gupta,M,2,DS,6.08,,,15,SAC,14,DAC
240914102,Aditya Joshi,M,2,MT,7.02,,,15,DAC,10,SAC
230912103,Rohan Joshi,M,3,AI,7.82,,,14,DAC,18,SAC
240902104,Pranav Das,M,2,ECE,7.45,,,14,DAC,10,SAC
240915105,Sid Kapoor,M,2,PE,7.72,,,14,SAC,15,SAC
240905106,Pranav Patel,M,2,IT,6.7,,,14,SAC,10,DC
240906107,Nikhil Verma,M,2,CCE,8.91,,,19,SAC,23,SAC
230903110,Harsh Menon,M,3,ME,6.09,,,19,SAC,10,DC
240901111,Aditya Mehta,M,2,CSE,8.09,,,14,SAC,19,SAC
240912112,Tarun Kapoor,M,2,AI,8.92,,,19,SAC,20,SA
240909113,Raghav Nair,M,2,AE,8.08,,,19,SAC,10,SC
230913114,Rohan Iyer,M,3,IS,7.26,,,14,DAC,18,SAC
240907115,Nikhil Bansal,M,2,CE,6.87,,,14,SAC,19,SA
230904117,Aditya Iyer,M,3,EE,8.74,,,14,DAC,14,SAC
240901118,Ankit Sharma,M,2,CSE,5.79,,,14,DAC,20,SA
230912119,Raghav Patel,M,3,AI,6.34,,,19,SAC,15,SAC
240914120,Yash Das,M,2,MT,7.02,,,10,DC,14,SAC
240914121,Rajat Joshi,M,2,MT,8.99,,,10,SC,18,SAC
230903122,Karan Chatterjee,M,3,ME,7.96,,,19,SA,23,DAC
230911123,Tarun Reddy,M,3,DS,6.34,,,14,DAC,23,SAC
240909124,Karan Shetty,M,2,AE,7.13,,,15,SAC,23,QAC
240905125,Aditya Pillai,M,2,IT,6.76,,,14,DAC,15,SAC
240914126,Manish Bhatt,M,2,MT,6.65,,,14,DAC,18,SAC
240907127,Aman Das,M,2,CE,8.67,,,15,DAC,10,DC
240911129,Pranav Patel,M,2,DS,5.85,,,23,SAC,15,DAC
240909130,Sid Menon,M,2,AE,9.43,,,14,DAC,15,DAC
240914131,Siddharth Verma,M,2,MT,8.49,,,15,DAC,18,SA
240912132,Nikhil Joshi,M,2,AI,8.81,,,14,DAC,10,SC
240906133,Kunal Kapoor,M,2,CCE,6.94,,,20,SAC,19,SAC
240910134,Nikhil Shetty,M,2,CHE,7.32,,,15,DAC,10,DC
230907136,Aditya Joshi,M,3,CE,5.78,,,14,SAC,18,SAC
240908138,Yash Shetty,M,2,BT,6.87,,,14,DAC,15,SAC
240914140,Sid Nair,M,2,MT,8.09,,,15,DAC,19,SAC
240914141,Tarun Sharma,M,2,MT,9.06,,,20,SAC,14,SAC
230914143,Rohan Patel,M,3,MT,6.17,,,14,DAC,20,SAC
230902144,Rajat Sharma,M,3,ECE,7.06,,,10,DC,19,SA
240909145,Rahul Mehta,M,2,AE,7.32,,,14,DAC,18,SAC
240903146,Vikram Das,M,2,ME,5.83,,,23,SAC,10,DC
240912147,Raghav Joshi,M,2,AI,8.21,,,10,SAC,23,QAC
230912148,Harsh Sharma,M,3,AI,6.63,,,14,DAC,15,SAC
240911149,Rahul Joshi,M,2,DS,7.27,,,15,SAC,18,SA
240903150,Aman Bhatt,M,2,ME,6.96,,,18,SA,10,DC
230908151,Karan Menon,M,3,BT,6.55,,,14,DAC,10,SAC
240907152,Kunal Bhatt,M,2,CE,7.49,,,15,DAC,15,SAC
240908153,Arjun Kapoor,M,2,BT,7.24,,,14,SAC,19,SA
240915154,Yash Kulkarni,M,2,PE,7.05,,,10,DC,20,SAC
240910155,Arjun Kulkarni,M,2,CHE,6.63,,,18,SA,20,SA
240914156,Manish Sharma,M,2,MT,7.88,,,19,SAC,18,SAC
230901157,Raghav Agarwal,M,3,CSE,9.48,,,18,SAC,14,SAC
240908158,Kunal Mehta,M,2,BT,7.67,,,19,SA,23,QAC
240915159,Yash Gupta,M,2,PE,8.7,,,14,DAC,14,SAC
240908160,Manish Kapoor,M,2,BT,5.83,,,15,SAC,20,SAC
240911163,Siddharth Joshi,M,2,DS,7.69,,,15,SAC,18,SA
240914164,Nikhil Das,M,2,MT,6.18,,,19,SAC,23,QAC
240912165,Rohan Das,M,2,AI,5.73,,,10,SAC,14,SAC
240910166,Rahul Chatterjee,M,2,CHE,6.61,,,18,SAC,15,DAC
240905167,Varun Sharma,M,2,IT,8.93,,,14,SAC,15,DAC
230908168,Raghav Sharma,M,3,BT,8.64,,,14,DAC,14,SAC
230910169,Aditya Singh,M,3,CHE,7.79,,,18,SA,14,SAC
240905170,Raghav Gupta,M,2,IT,5.66,,,18,SAC,23,DAC
240908172,Aditya Gupta,M,2,BT,7.26,,,20,SAC,10,SAC
240915173,Siddharth Patel,M,2,PE,7.86,,,14,SAC,23,DAC
240901174,Rohan Menon,M,2,CSE,7.71,,,14,DAC,23,SAC
240910178,Manish Patel,M,2,CHE,5.29,,,14,SAC,18,SAC
240907179,Pranav Joshi,M,2,CE,6.43,,,19,SA,14,DAC
230903180,Yash Patel,M,3,ME,7.42,,,19,SAC,15,DAC
240903181,Aman Bhatt,M,2,ME,8.14,,,14,DAC,10,DC
240911182,Yash Menon,M,2,DS,4.86,,,10,SC,23,SAC
240907183,Sid Bansal,M,2,CE,7.31,,,14,SAC,18,SAC
240904184,Nikhil Sharma,M,2,EE,7.67,,,15,SAC,15,DAC
230908185,Rajat Das,M,3,BT,8.52,,,18,SAC,19,SA
230901186,Rajat Singh,M,3,CSE,8.33,,,15,DAC,23,QAC
240907187,Raghav Shetty,M,2,CE,8.2,,,14,SAC,10,SAC
240914190,Tarun Iyer,M,2,MT,6.54,,,20,SA,14,SAC
230914191,Aditya Bhatt,M,3,MT,5.21,,,14,DAC,18,SAC
240910192,Kunal Bansal,M,2,CHE,7.03,,,20,SA,14,SAC
240909193,Ankit Sharma,M,2,AE,8.7,,,14,DAC,18,SA
230911196,Siddharth Kapoor,M,3,DS,9.17,,,14,DAC,23,QAC
240908197,Aman Kulkarni,M,2,BT,8.35,,,15,SAC,18,SAC
240904198,Rahul Verma,M,2,EE,8.02,,,14,SAC,18,SA
240914199,Varun Mehta,M,2,MT,7.96,,,18,SA,23,QAC
230910200,Rohan Shetty,M,3,CHE,6.83,,,14,DAC,19,SA
240914201,Ankit Chatterjee,M,2,MT,7.34,,,19,SA,23,SAC
230913202,Pranav Verma,M,3,IS,9.5,,,18,SA,18,SAC
240906203,Harsh Bansal,M,2,CCE,6.37,,,19,SAC,15,DAC
240911204,Kunal Agarwal,M,2,DS,9.44,,,23,SAC,14,DAC
240903205,Aman Kulkarni,M,2,ME,7.11,,,15,SAC,18,SA
230914206,Varun Reddy,M,3,MT,9.09,,,15,DAC,10,SC
240904209,Aman Reddy,M,2,EE,5.81,,,15,SAC,18,SA
240910211,Karan Verma,M,2,CHE,8.2,,,14,SAC,15,SAC
230904212,Rahul Kulkarni,M,3,EE,6.62,,,15,DAC,23,QAC
240913213,Aman Singh,M,2,IS,5.8,,,18,SA,14,DAC
240914214,Harsh Kapoor,M,2,MT,7.76,,,14,SAC,10,DC
240904215,Vikram Chatterjee,M,2,EE,8.71,,,14,DAC,23,SAC
230915216,Raghav Reddy,M,3,PE,6.49,,,19,SA,15,DAC
230901217,Kunal Verma,M,3,CSE,5.7,,,20,SA,15,SAC
240912218,Ankit Patel,M,2,AI,7.39,,,20,SAC,18,SAC
240915219,Aditya Bhatt,M,2,PE,7.4,,,19,SA,15,SAC
240906220,Nikhil Bansal,M,2,CCE,8.16,,,19,SAC,23,DAC
240908221,Rohan Patel,M,2,BT,8.64,,,18,SA,18,SAC
230910222,Rajat Iyer,M,3,CHE,7.43,,,15,DAC,23,QAC
240908223,Manish Bansal,M,2,BT,9.73,,,19,SA,15,SAC
240904225,Aman Bansal,M,2,EE,7.77,,,14,SAC,20,SAC
230905226,Raghav Kulkarni,M,3,IT,7.08,,,14,SAC,10,SC
230909227,Tarun Mehta,M,3,AE,5.57,,,15,DAC,20,SAC
240909228,Kunal Reddy,M,2,AE,7.18,,,18,SAC,10,DC
230901229,Ankit Menon,M,3,CSE,7.1,,,15,SAC,19,SA
240906230,Raghav Bansal,M,2,CCE,8.65,,,10,DC,19,SA
240908231,Ankit Agarwal,M,2,BT,8.05,,,14,SAC,20,SAC
230905232,Rajat Bhatt,M,3,IT,6.08,,,20,SAC,15,DAC
240909233,Ankit Reddy,M,2,AE,7.71,,,19,SA,18,SAC
240901235,Yash Gupta,M,2,CSE,8.31,,,18,SAC,15,SAC
240905237,Kunal Menon,M,2,IT,9.33,,,15,SAC,20,SA
240903238,Aditya Bhatt,M,2,ME,8.57,,,14,SAC,20,SAC
240906239,Rajat Bhatt,M,2,CCE,8.41,,,14,DAC,14,SAC
240905240,Harsh Sharma,M,2,IT,7.57,,,14,DAC,23,DAC
230903241,Yash Reddy,M,3,ME,7.97,,,18,SAC,15,DAC
230905242,Rajat Iyer,M,3,IT,9,,,18,SA,15,DAC
240915243,Aman Gupta,M,2,PE,5.9,,,14,SAC,15,DAC
230906244,Rajat Pillai,M,3,CCE,7.08,,,20,SAC,18,SA
230907245,Tarun Patel,M,3,CE,6.57,,,14,SAC,20,SAC
240901246,Tarun Pillai,M,2,CSE,7.95,,,14,DAC,15,DAC
240907247,Aman Mehta,M,2,CE,8.98,,,14,SAC,10,SAC
230911248,Yash Chatterjee,M,3,DS,6.78,,,14,DAC,10,SC
240908249,Kunal Verma,M,2,BT,4.63,,,14,SAC,10,SC
240904250,Vikram Menon,M,2,EE,7.01,,,10,SC,19,SAC
240901251,Vikram Gupta,M,2,CSE,8.6,,,14,DAC,19,SA
240906252,Aditya Singh,M,2,CCE,8.15,,,10,SAC,15,DAC
240912254,Aditya Verma,M,2,AI,8.01,,,18,SAC,14,SAC
240903255,Rahul Verma,M,2,ME,7.16,,,15,SAC,19,SA
230902256,Tarun Chatterjee,M,3,ECE,5.97,,,15,SAC,19,SA
230907257,Ankit Menon,M,3,CE,8.12,,,15,SAC,23,DAC
240909258,Nikhil Mehta,M,2,AE,6.5,,,15,DAC,14,SAC
240913259,Siddharth Menon,M,2,IS,10,,,14,SAC,15,SAC
230905260,Ankit Chatterjee,M,3,IT,8.18,,,14,DAC,23,QAC
240907261,Manish Verma,M,2,CE,6.8,,,15,SAC,19,SA
240909262,Yash Kulkarni,M,2,AE,6.77,,,19,SAC,15,DAC
240909263,Ankit Nair,M,2,AE,7.39,,,14,SAC,18,SA
230910264,Harsh Agarwal,M,3,CHE,7.21,,,14,SAC,15,SAC
240911265,Rohan Patel,M,2,DS,8.84,,,15,DAC,14,SAC
230910266,Rahul Chatterjee,M,3,CHE,7.72,,,20,SAC,15,SAC
240911267,Raghav Nair,M,2,DS,6.62,,,20,SA,23,DAC
240913268,Rohan Verma,M,2,IS,9.77,,,18,SA,15,SAC
240903269,Karan Gupta,M,2,ME,7.56,,,14,DAC,14,SAC
240913270,Pranav Gupta,M,2,IS,8.42,,,23,SAC,20,SA
240907271,Yash Mehta,M,2,CE,6.77,,,18,SAC,18,SA
240905272,Varun Agarwal,M,2,IT,7.94,,,15,SAC,20,SAC
240911273,Rajat Kulkarni,M,2,DS,7.87,,,15,DAC,10,SAC
240914274,Rohan Joshi,M,2,MT,5.23,,,15,SAC,20,SAC
240905277,Harsh Das,M,2,IT,9.92,,,14,SAC,14,DAC
240906278,Manish Iyer,M,2,CCE,9.05,,,14,SAC,15,DAC
230913279,Pranav Singh,M,3,IS,7.02,,,10,SAC,14,DAC
230909280,Manish Kulkarni,M,3,AE,6.18,,,14,DAC,23,QAC
240904281,Varun Nair,M,2,EE,7.92,,,15,DAC,19,SAC
240911283,Rahul Agarwal,M,2,DS,7.6,,,15,DAC,14,DAC
240914285,Tarun Agarwal,M,2,MT,7.93,,,10,DC,20,SAC
230915286,Karan Singh,M,3,PE,7.73,,,18,SAC,20,SA
240908287,Kunal Gupta,M,2,BT,8.11,,,19,SA,14,DAC
240901288,Siddharth Gupta,M,2,CSE,9.24,,,20,SA,20,SAC
240906289,Rohan Reddy,M,2,CCE,8.18,,,15,SAC,23,SAC
230915290,Sid Bhatt,M,3,PE,6.24,,,19,SAC,15,DAC
240903292,Yash Sharma,M,2,ME,9.14,,,18,SAC,19,SAC
240902293,Sid Patel,M,2,ECE,9.47,,,14,DAC,10,SAC
230901294,Yash Shetty,M,3,CSE,10,,,18,SAC,10,DC
240902295,Rahul Pillai,M,2,ECE,6.15,,,18,SA,10,SAC
240908296,Sid Agarwal,M,2,BT,7.79,,,19,SA,23,QAC
240908297,Nikhil Reddy,M,2,BT,5,,,10,DC,10,SC
240905298,Nikhil Nair,M,2,IT,8.16,,,14,SAC,18,SAC
240901299,Karan Verma,M,2,CSE,6.84,,,14,DAC,18,SAC
240901300,Manish Reddy,M,2,CSE,9.81,,,14,SAC,15,SAC
240908301,Rohan Gupta,M,2,BT,6.57,,,18,SAC,20,SAC
240903302,Ankit Agarwal,M,2,ME,5.47,,,14,DAC,15,SAC
240901303,Manish Bhatt,M,2,CSE,6.93,,,10,SAC,10,DC
230902304,Raghav Nair,M,3,ECE,5.13,,,19,SAC,23,SAC
240913305,Karan Verma,M,2,IS,8.4,,,14,DAC,19,SA
230915306,Nikhil Sharma,M,3,PE,5.02,,,15,SAC,20,SAC
230914307,Manish Agarwal,M,3,MT,7.53,,,15,DAC,18,SAC
